date,fighter_a,fighter_b,odds_a,odds_b
2010-03-21,Jon Jones,Brandon Vera,-235.0,215.0
2010-03-27,Nate Diaz,Rory Markham,-235.0,195.0
2010-03-31,Nik Lentz,Rob Emerson,-150.0,130.0
2010-03-31,Gleison Tibau,Caol Uno,-330.0,270.0
2010-04-10,Demian Maia,Anderson Silva,550.0,-675.0
2010-04-10,Alexander Gustafsson,Phil Davis,350.0,-440.0
2010-04-10,Rafael Dos Anjos,Terry Etim,125.0,-135.0
2010-05-08,Johny Hendricks,TJ Grant,-400.0,325.0
2010-06-12,Peter Sobotta,James Wilks,265.0,-325.0
2010-06-19,Brad Tavares,Seth Baczynski,-220.0,180.0
2010-06-19,Court McGee,Kris McCray,-220.0,180.0
2010-07-03,David Branch,Gerald Harris,210.0,-250.0
2010-08-01,Charles Oliveira,Darren Elkins,-240.0,200.0
2010-08-01,Jon Jones,Vladimir Matyushenko,-752.0,602.0
2010-08-01,Igor Pokrajac,James Irvin,140.0,-160.0
2010-08-07,Anderson Silva,Chael Sonnen,-460.0,410.0
2010-08-07,Johny Hendricks,Charlie Brenneman,-370.0,310.0
2010-08-07,Rafael Dos Anjos,Clay Guida,-126.0,116.0
2010-08-28,Demian Maia,Mario Miranda,-210.0,190.0
2010-08-28,Nik Lentz,Andre Winner,105.0,-115.0
2010-08-28,Nate Diaz,Marcus Davis,-190.0,175.0
2010-09-15,David Branch,Tomasz Drwal,135.0,-155.0
2010-09-15,Rafael Natal,Rich Attonito,-195.0,168.0
2010-09-15,Gleison Tibau,Jim Miller,115.0,-125.0
2010-09-15,Charles Oliveira,Efrain Escudero,145.0,-155.0
2010-10-16,Alexander Gustafsson,Cyrille Diabate,-155.0,135.0
2010-10-23,Court McGee,Ryan Jensen,-250.0,210.0
2010-11-13,Peter Sobotta,Amir Sadollah,245.0,-265.0
2010-11-20,Nik Lentz,Tyson Griffin,190.0,-230.0
2010-12-04,Johny Hendricks,Rick Story,-178.0,167.0
2010-12-04,Igor Pokrajac,Stephan Bonnar,220.0,-240.0
2010-12-04,David Branch,Rich Attonito,-160.0,140.0
2010-12-04,Demian Maia,Kendall Grove,-295.0,265.0
2010-12-11,Charles Oliveira,Jim Miller,-150.0,140.0
2011-01-01,Dustin Poirier,Josh Grispi,250.0,-300.0
2011-01-01,Brad Tavares,Phil Baroni,-280.0,240.0
2011-01-01,Nate Diaz,Dong Hyun Kim,121.0,-131.0
2011-02-05,Donald Cerrone,Paul Kelly,-275.0,235.0
2011-02-05,Jon Jones,Ryan Bader,-285.0,258.0
2011-02-05,Anderson Silva,Vitor Belfort,-210.0,190.0
2011-02-05,Demetrious Johnson,Norifumi Yamamoto,-105.0,-115.0
2011-02-26,Alexander Gustafsson,James Te Huna,-350.0,290.0
2011-03-03,David Branch,Rousimar Palhares,140.0,-160.0
2011-03-03,Chris Weidman,Alessio Sakara,-230.0,190.0
2011-03-03,Igor Pokrajac,Todd Brown,-235.0,195.0
2011-03-19,Gleison Tibau,Kurt Pellegrino,-145.0,125.0
2011-03-19,Jon Jones,Mauricio Rua,-215.0,195.0
2011-03-19,Joseph Benavidez,Ian Loveland,-450.0,360.0
2011-03-26,Nik Lentz,Waylon Lowe,-185.0,160.0
2011-03-26,Johny Hendricks,TJ Waldburger,-325.0,265.0
2011-04-30,Jose Aldo,Mark Hominick,-500.0,435.0
2011-04-30,Nate Diaz,Rory MacDonald,127.0,-137.0
2011-05-28,Demetrious Johnson,Miguel Torres,110.0,-120.0
2011-05-28,Gleison Tibau,Rafaello Oliveira,-430.0,380.0
2011-06-04,Ed Herman,Tim Credeur,-130.0,110.0
2011-06-11,Demian Maia,Mark Munoz,140.0,-150.0
2011-06-11,Dustin Poirier,Jason Young,-335.0,275.0
2011-06-11,Donald Cerrone,Vagner Rocha,-400.0,325.0
2011-06-11,Chris Weidman,Jesse Bongfeldt,-475.0,420.0
2011-07-02,Brad Tavares,Aaron Simpson,205.0,-245.0
2011-07-02,Rafael Dos Anjos,George Sotiropoulos,195.0,-215.0
2011-08-06,Johny Hendricks,Mike Pierce,-142.0,132.0
2011-08-06,Alexander Gustafsson,Matt Hamill,-150.0,140.0
2011-08-06,Rafael Natal,Paul Bradley,130.0,-140.0
2011-08-14,Donald Cerrone,Charles Oliveira,104.0,-114.0
2011-08-14,Joseph Benavidez,Eddie Wineland,-295.0,265.0
2011-08-14,Ed Herman,Kyle Noke,122.0,-132.0
2011-08-27,Stanislav Nedkov,Luiz Cane,220.0,-240.0
2011-08-27,Anderson Silva,Yushin Okami,-600.0,500.0
2011-09-17,Seth Baczynski,Clay Harvison,-150.0,140.0
2011-09-17,Court McGee,Dongi Yang,-174.0,164.0
2011-09-24,Nate Diaz,Takanori Gomi,-255.0,235.0
2011-10-01,Demetrious Johnson,Dominick Cruz,425.0,-550.0
2011-10-08,Demian Maia,Jorge Santiago,-290.0,260.0
2011-10-08,Jose Aldo,Kenny Florian,-355.0,320.0
2011-10-29,Dustin Jacoby,Clifford Starks,-120.0,110.0
2011-10-29,Donald Cerrone,Dennis Siver,-235.0,215.0
2011-11-12,Dustin Poirier,Pablo Garza,-225.0,205.0
2011-11-19,Seth Baczynski,Matt Brown,125.0,-135.0
2011-11-19,Rafael Dos Anjos,Gleison Tibau,145.0,-155.0
2011-11-19,Chris Weidman,Tom Lawlor,-330.0,300.0
2011-12-03,John Dodson,TJ Dillashaw,195.0,-215.0
2011-12-03,Louis Gaudinot,Johnny Bedford,205.0,-225.0
2011-12-03,Dustin Pague,John Albert,-225.0,205.0
2011-12-10,Igor Pokrajac,Krzysztof Soszynski,235.0,-255.0
2011-12-10,Nik Lentz,Mark Bocek,132.0,-142.0
2011-12-10,Jon Jones,Lyoto Machida,-475.0,420.0
2011-12-30,Donald Cerrone,Nate Diaz,-280.0,255.0
2011-12-30,Johny Hendricks,Jon Fitch,205.0,-225.0
2011-12-30,Alexander Gustafsson,Vladimir Matyushenko,-330.0,300.0
2012-01-14,Jose Aldo,Chad Mendes,-230.0,210.0
2012-01-20,Jared Papazian,Mike Easton,380.0,-430.0
2012-01-28,Demian Maia,Chris Weidman,142.0,-152.0
2012-01-28,Dustin Jacoby,Chris Camozzi,135.0,-145.0
2012-01-28,Nik Lentz,Evan Dunham,320.0,-355.0
2012-01-28,Charles Oliveira,Eric Wisely,-560.0,475.0
2012-02-04,Rafael Natal,Michael Kuiper,-152.0,142.0
2012-02-04,Dustin Poirier,Max Holloway,-515.0,445.0
2012-02-04,Stephen Thompson,Dan Stittgen,-320.0,290.0
2012-02-04,Ed Herman,Clifford Starks,-220.0,200.0
2012-02-15,Tim Means,Bernardo Magalhaes,115.0,-125.0
2012-03-02,Shawn Jordan,Oli Thompson,-220.0,200.0
2012-03-02,Joseph Benavidez,Yasuhiro Urushitani,-870.0,680.0
2012-04-14,Alexander Gustafsson,Thiago Silva,-260.0,240.0
2012-04-21,Jon Jones,Rashad Evans,-510.0,440.0
2012-04-21,Stephen Thompson,Matt Brown,-220.0,200.0
2012-05-05,Nate Diaz,Jim Miller,150.0,-160.0
2012-05-05,Johny Hendricks,Josh Koscheck,-133.0,123.0
2012-05-05,John Dodson,Tim Elliott,-510.0,440.0
2012-05-05,Louis Gaudinot,John Lineker,245.0,-265.0
2012-05-15,Donald Cerrone,Jeremy Stephens,-220.0,200.0
2012-05-15,Brad Tavares,Dongi Yang,-160.0,150.0
2012-05-15,Igor Pokrajac,Fabio Maldonado,130.0,-140.0
2012-05-15,Rafael Dos Anjos,Kamal Shalorus,-365.0,328.0
2012-05-15,Dustin Poirier,Chan Sung Jung,-350.0,290.0
2012-05-26,Glover Teixeira,Kyle Kingsbury,-235.0,215.0
2012-06-01,Charles Oliveira,Jonathan Brookins,-200.0,185.0
2012-06-01,Max Holloway,Pat Schilling,-140.0,130.0
2012-06-01,Michael Chiesa,Al Iaquinta,240.0,-260.0
2012-06-08,Demetrious Johnson,Ian McCall,-110.0,100.0
2012-06-08,Dustin Pague,Jared Papazian,150.0,-160.0
2012-06-08,Tim Means,Justin Salas,-130.0,120.0
2012-06-08,Seth Baczynski,Lance Benoist,-105.0,-105.0
2012-06-22,Dustin Pague,Ken Stone,-150.0,140.0
2012-06-23,Sergio Moraes,Cezar Ferreira,258.0,-315.0
2012-07-07,Demian Maia,Dong Hyun Kim,133.0,-143.0
2012-07-07,Anderson Silva,Chael Sonnen,-280.0,255.0
2012-07-07,Gleison Tibau,Khabib Nurmagomedov,-153.0,143.0
2012-07-11,Chris Weidman,Mark Munoz,-140.0,130.0
2012-07-11,Rafael Natal,Andrew Craig,130.0,-140.0
2012-07-11,Rafael Dos Anjos,Anthony Njokuani,-190.0,175.0
2012-07-21,Shawn Jordan,Cheick Kongo,115.0,-125.0
2012-07-21,Court McGee,Nick Ring,-125.0,115.0
2012-08-11,Chico Camus,Dustin Pague,145.0,-155.0
2012-08-11,Donald Cerrone,Melvin Guillard,-335.0,305.0
2012-08-11,Max Holloway,Justin Lawrence,-160.0,150.0
2012-08-11,Nik Lentz,Eiji Mitsuoka,-500.0,435.0
2012-09-22,Seth Baczynski,Simeon Thoresen,-115.0,105.0
2012-09-22,Igor Pokrajac,Vinny Magalhaes,-155.0,145.0
2012-09-22,Demetrious Johnson,Joseph Benavidez,225.0,-245.0
2012-09-22,Jon Jones,Vitor Belfort,-840.0,660.0
2012-09-22,Charles Oliveira,Cub Swanson,-235.0,215.0
2012-09-29,Brad Tavares,Tom Watson,-160.0,150.0
2012-09-29,Gunnar Nelson,DaMarques Johnson,-340.0,310.0
2012-09-29,Jimi Manuwa,Kyle Kingsbury,-245.0,225.0
2012-10-05,John Dodson,Jussier Formiga,-255.0,235.0
2012-10-13,Sergio Moraes,Renee Forte,-210.0,190.0
2012-10-13,Gleison Tibau,Francisco Trinaldo,-130.0,120.0
2012-10-13,Demian Maia,Rick Story,-115.0,105.0
2012-10-13,Anderson Silva,Stephan Bonnar,-1000.0,800.0
2012-10-13,Glover Teixeira,Fabio Maldonado,-475.0,420.0
2012-11-17,Rafael Dos Anjos,Mark Bocek,-210.0,190.0
2012-11-17,Johny Hendricks,Martin Kampmann,-167.0,157.0
2012-12-08,Alexander Gustafsson,Mauricio Rua,-280.0,240.0
2012-12-08,Nate Diaz,Benson Henderson,185.0,-225.0
2012-12-14,Cody Donovan,Nick Penner,130.0,-140.0
2012-12-14,Seth Baczynski,Mike Pierce,355.0,-400.0
2012-12-15,Colton Smith,Mike Ricci,270.0,-300.0
2012-12-15,Tim Elliott,Jared Papazian,-190.0,175.0
2012-12-15,Dustin Poirier,Jonathan Brookins,-270.0,248.0
2012-12-29,Derek Brunson,Chris Leben,134.0,-144.0
2012-12-29,Max Holloway,Leonard Garcia,-430.0,380.0
2013-01-19,Nik Lentz,Diego Nunes,125.0,-135.0
2013-01-26,Rafael Natal,Sean Spencer,-235.0,215.0
2013-01-26,Shawn Jordan,Mike Russow,120.0,-130.0
2013-01-26,Donald Cerrone,Anthony Pettis,140.0,-150.0
2013-01-26,Demetrious Johnson,John Dodson,-245.0,205.0
2013-02-02,Demian Maia,Jon Fitch,161.0,-171.0
2013-02-02,Joseph Benavidez,Ian McCall,-210.0,190.0
2013-02-02,Gleison Tibau,Evan Dunham,125.0,-135.0
2013-02-02,Jose Aldo,Frankie Edgar,-175.0,165.0
2013-02-02,Chico Camus,Dustin Kimura,-135.0,125.0
2013-02-02,Tyron Woodley,Jay Hieron,-160.0,150.0
2013-02-16,Stanislav Nedkov,Tom Watson,100.0,-110.0
2013-02-16,Dustin Poirier,Cub Swanson,-110.0,100.0
2013-02-16,Gunnar Nelson,Jorge Santiago,-330.0,300.0
2013-02-16,Jimi Manuwa,Cyrille Diabate,-200.0,185.0
2013-02-23,Neil Magny,Jon Manley,-145.0,135.0
2013-02-23,Michael Chiesa,Anton Kuivanen,-190.0,175.0
2013-02-23,Court McGee,Josh Neer,-370.0,330.0
2013-03-02,Brad Tavares,Riki Fukuda,-120.0,110.0
2013-03-16,Jordan Mein,Dan Miller,-300.0,250.0
2013-03-16,Johny Hendricks,Carlos Condit,105.0,-115.0
2013-04-06,Ilir Latifi,Gegard Mousasi,575.0,-710.0
2013-04-13,Luke Barnatt,Collin Hart,-115.0,105.0
2013-04-13,Clint Hester,Bristol Marunde,-140.0,130.0
2013-04-13,Uriah Hall,Kelvin Gastelum,-285.0,258.0
2013-04-13,Miesha Tate,Cat Zingano,105.0,-115.0
2013-04-20,Jordan Mein,Matt Brown,-320.0,290.0
2013-04-20,Jorge Masvidal,Tim Means,-120.0,100.0
2013-04-20,Yoel Romero,Clifford Starks,-175.0,165.0
2013-04-20,Nate Diaz,Josh Thomson,-145.0,135.0
2013-04-20,Joseph Benavidez,Darren Uyenoyama,-570.0,480.0
2013-04-20,Daniel Cormier,Frank Mir,-375.0,335.0
2013-04-27,Ovince Saint Preux,Gian Villante,-145.0,135.0
2013-04-27,Jon Jones,Chael Sonnen,-875.0,685.0
2013-05-18,Jacare Souza,Chris Camozzi,-600.0,500.0
2013-05-18,Gleison Tibau,John Cholish,-255.0,235.0
2013-05-18,Rafael Dos Anjos,Evan Dunham,-210.0,190.0
2013-05-18,Luke Rockhold,Vitor Belfort,-105.0,-105.0
2013-05-18,Nik Lentz,Hacran Dias,-101.0,-109.0
2013-05-18,Jussier Formiga,Chris Cariaso,-165.0,155.0
2013-05-18,Rafael Natal,Joao Zeferino,-300.0,270.0
2013-05-25,Donald Cerrone,KJ Noons,-270.0,248.0
2013-05-25,Glover Teixeira,James Te Huna,-420.0,375.0
2013-05-25,Robert Whittaker,Colton Smith,130.0,-140.0
2013-05-25,Max Holloway,Dennis Bermudez,265.0,-295.0
2013-05-25,Stephen Thompson,Nah-Shon Burrell,-170.0,160.0
2013-06-08,Anthony Smith,Antonio Braga Neto,220.0,-240.0
2013-06-15,Dustin Pague,Yves Jabouin,310.0,-340.0
2013-06-15,Tyron Woodley,Jake Shields,-210.0,190.0
2013-06-15,Shawn Jordan,Pat Barry,-115.0,105.0
2013-06-15,Igor Pokrajac,Ryan Jimmo,280.0,-310.0
2013-07-06,Charles Oliveira,Frankie Edgar,470.0,-640.0
2013-07-06,Seth Baczynski,Brian Melancon,-280.0,250.0
2013-07-06,Anderson Silva,Chris Weidman,-230.0,210.0
2013-07-27,Michael Chiesa,Jorge Masvidal,255.0,-280.0
2013-07-27,Jéssica Andrade,Liz Carmouche,435.0,-500.0
2013-07-27,Ed Herman,Trevor Smith,-175.0,165.0
2013-07-27,Tim Means,Danny Castillo,245.0,-265.0
2013-07-27,Demetrious Johnson,John Moraga,-420.0,375.0
2013-08-03,Amanda Nunes,Sheila Gaff,-195.0,180.0
2013-08-03,Neil Magny,Sergio Moraes,151.0,-161.0
2013-08-03,Francimar Barroso,Ednaldo Oliveira,110.0,-120.0
2013-08-03,Jose Aldo,Chan Sung Jung,-875.0,685.0
2013-08-03,Thiago Santos,Cezar Ferreira,410.0,-460.0
2013-08-17,Uriah Hall,John Howard,-475.0,420.0
2013-08-17,Ovince Saint Preux,Cody Donovan,-440.0,350.0
2013-08-17,Max Holloway,Conor McGregor,225.0,-245.0
2013-08-28,Court McGee,Robert Whittaker,170.0,-185.0
2013-08-28,Donald Cerrone,Rafael Dos Anjos,105.0,-115.0
2013-08-28,Kelvin Gastelum,Brian Melancon,-310.0,280.0
2013-08-31,Chico Camus,Kyung Ho Kang,210.0,-230.0
2013-08-31,Louis Gaudinot,Tim Elliott,210.0,-230.0
2013-08-31,Dustin Poirier,Erik Koch,185.0,-200.0
2013-08-31,Nikita Krylov,Soa Palelei,-130.0,120.0
2013-08-31,Gleison Tibau,Jamie Varner,-105.0,-105.0
2013-09-04,Glover Teixeira,Ryan Bader,-330.0,300.0
2013-09-04,Rafael Natal,Tor Troeng,-250.0,230.0
2013-09-04,Ali Bagautinov,Marcos Vinicius,-345.0,315.0
2013-09-04,Joseph Benavidez,Jussier Formiga,-720.0,580.0
2013-09-04,Jacare Souza,Yushin Okami,-230.0,210.0
2013-09-21,Alexander Gustafsson,Jon Jones,660.0,-840.0
2013-09-21,Wilson Reis,Ivan Menjivar,115.0,-125.0
2013-09-21,Stephen Thompson,Chris Clements,-430.0,380.0
2013-10-09,Demian Maia,Jake Shields,-355.0,295.0
2013-10-09,Igor Araujo,Ildemar Alcantara,315.0,-345.0
2013-10-19,John Dodson,Darrell Montague,-400.0,355.0
2013-10-19,Kyoji Horiguchi,Dustin Pague,-145.0,135.0
2013-10-19,Daniel Cormier,Roy Nelson,-500.0,435.0
2013-10-19,Andre Fili,Jeremy Larsen,-200.0,185.0
2013-10-19,Shawn Jordan,Gabriel Gonzaga,-155.0,135.0
2013-10-26,Luke Barnatt,Andrew Craig,185.0,-200.0
2013-10-26,Jimi Manuwa,Ryan Jimmo,-150.0,140.0
2013-10-26,Jéssica Andrade,Rosi Sexton,-120.0,110.0
2013-11-06,Neil Magny,Seth Baczynski,-145.0,135.0
2013-11-06,Jorge Masvidal,Rustam Khabilov,125.0,-135.0
2013-11-06,Amanda Nunes,Germaine de Randamie,115.0,-125.0
2013-11-06,Yoel Romero,Ronny Markes,-155.0,145.0
2013-11-06,Rafael Natal,Tim Kennedy,340.0,-380.0
2013-11-06,Derek Brunson,Brian Houston,-170.0,160.0
2013-11-06,Colton Smith,Michael Chiesa,110.0,-120.0
2013-11-09,Dustin Ortiz,Jose Maria,105.0,-115.0
2013-11-09,Adriano Martins,Daron Cruickshank,130.0,-140.0
2013-11-09,Santiago Ponzinibbio,Ryan LaFlare,105.0,-115.0
2013-11-16,Tyron Woodley,Josh Koscheck,-110.0,100.0
2013-11-16,Donald Cerrone,Evan Dunham,-125.0,115.0
2013-11-16,Tim Elliott,Ali Bagautinov,-160.0,150.0
2013-11-16,Ed Herman,Thales Leites,165.0,-175.0
2013-11-16,Sergio Pettis,Will Campuzano,-400.0,355.0
2013-11-16,Cody Donovan,Gian Villante,310.0,-340.0
2013-11-16,Johny Hendricks,Georges St-Pierre,177.0,-192.0
2013-11-30,Nate Diaz,Gray Maynard,110.0,-120.0
2013-11-30,Raquel Pennington,Roxanne Modafferi,-450.0,400.0
2013-11-30,Walt Harris,Jared Rosholt,225.0,-245.0
2013-11-30,Julianna Peña,Jessica Rakoczy,-290.0,260.0
2013-11-30,Drew Dober,Sean Spencer,210.0,-230.0
2013-12-06,Clint Hester,Dylan Andrews,130.0,-140.0
2013-12-06,Alex Garcia,Ben Wall,-660.0,540.0
2013-12-06,Krzysztof Jotko,Bruno Santos,215.0,-235.0
2013-12-06,Soa Palelei,Pat Barry,160.0,-170.0
2013-12-14,Nik Lentz,Chad Mendes,600.0,-900.0
2013-12-14,Joseph Benavidez,Demetrious Johnson,125.0,-135.0
2013-12-14,Zach Makovsky,Scott Jorgensen,200.0,-220.0
2013-12-14,Court McGee,Ryan LaFlare,110.0,-120.0
2013-12-28,Miesha Tate,Ronda Rousey,555.0,-680.0
2013-12-28,Uriah Hall,Chris Leben,-325.0,295.0
2013-12-28,Chris Weidman,Anderson Silva,165.0,-175.0
2013-12-28,Dustin Poirier,Diego Brandao,-240.0,220.0
2013-12-28,Gleison Tibau,Michael Johnson,-145.0,135.0
2014-01-04,Jon Delos Reyes,Dustin Kimura,325.0,-360.0
2014-01-04,Max Holloway,Will Chope,-265.0,245.0
2014-01-15,Yoel Romero,Derek Brunson,-210.0,190.0
2014-01-15,Brad Tavares,Lorenz Larkin,240.0,-260.0
2014-01-15,Dustin Ortiz,John Moraga,190.0,-210.0
2014-01-15,Louis Smolka,Alptekin Ozkilic,248.0,-270.0
2014-01-15,Beneil Dariush,Charlie Brenneman,185.0,-200.0
2014-01-25,Nikita Krylov,Walt Harris,355.0,-400.0
2014-01-25,Donald Cerrone,Adriano Martins,-170.0,160.0
2014-01-25,Sergio Pettis,Alex Caceres,-192.0,177.0
2014-01-25,Mike Rhodes,George Sullivan,-280.0,255.0
2014-02-01,Jose Aldo,Ricardo Lamas,-750.0,600.0
2014-02-01,Ali Bagautinov,John Lineker,-145.0,135.0
2014-02-01,Neil Magny,Gasan Umalatov,135.0,-145.0
2014-02-01,Kevin Lee,Al Iaquinta,140.0,-150.0
2014-02-01,Clint Hester,Andy Enz,-200.0,185.0
2014-02-15,Charles Oliveira,Andy Ogle,-735.0,590.0
2014-02-15,Wilson Reis,Iuri Alcantara,195.0,-215.0
2014-02-15,Albert Tumenov,Ildemar Alcantara,-215.0,195.0
2014-02-15,Jacare Souza,Francis Carmont,-500.0,435.0
2014-02-22,Daniel Cormier,Patrick Cummins,-750.0,600.0
2014-02-22,Robert Whittaker,Stephen Thompson,120.0,-130.0
2014-02-22,Pedro Munhoz,Raphael Assuncao,248.0,-270.0
2014-02-22,Aljamain Sterling,Cody Gibson,-340.0,280.0
2014-02-22,Demian Maia,Rory MacDonald,260.0,-290.0
2014-03-01,Shawn Jordan,Matt Mitrione,105.0,-115.0
2014-03-08,Ilir Latifi,Cyrille Diabate,-135.0,125.0
2014-03-08,Neil Seery,Brad Pickett,800.0,-1000.0
2014-03-08,Alexander Gustafsson,Jimi Manuwa,-525.0,450.0
2014-03-08,Luke Barnatt,Mats Nilsson,-430.0,345.0
2014-03-08,Gunnar Nelson,Omari Akhmedov,-280.0,255.0
2014-03-08,Igor Araujo,Danny Mitchell,-265.0,225.0
2014-03-15,Alex Garcia,Sean Spencer,-320.0,290.0
2014-03-15,Kelvin Gastelum,Rick Story,-170.0,160.0
2014-03-15,Ovince Saint Preux,Nikita Krylov,-500.0,435.0
2014-03-15,Jéssica Andrade,Raquel Pennington,-250.0,230.0
2014-03-15,Tyron Woodley,Carlos Condit,185.0,-200.0
2014-03-15,Johny Hendricks,Robbie Lawler,-365.0,328.0
2014-03-23,Thiago Santos,Ronny Markes,660.0,-840.0
2014-03-23,Jussier Formiga,Scott Jorgensen,170.0,-185.0
2014-03-23,Francimar Barroso,Hans Stringer,-135.0,125.0
2014-04-11,Beneil Dariush,Ramsey Nijem,-255.0,235.0
2014-04-16,Nordine Taleb,Vik Grujic,-235.0,215.0
2014-04-16,Dustin Poirier,Akira Corassani,-1050.0,850.0
2014-04-19,Brad Tavares,Yoel Romero,-145.0,135.0
2014-04-19,Derrick Lewis,Jack May,-290.0,260.0
2014-04-19,Seth Baczynski,Thiago Alves,423.0,-480.0
2014-04-19,Dustin Ortiz,Ray Borg,-155.0,145.0
2014-04-19,Rafael Dos Anjos,Khabib Nurmagomedov,275.0,-305.0
2014-04-19,Miesha Tate,Liz Carmouche,-185.0,170.0
2014-04-19,Jordan Mein,Hernani Perpetuo,-420.0,375.0
2014-04-19,Donald Cerrone,Edson Barboza,160.0,-170.0
2014-04-19,Jorge Masvidal,Pat Healy,-265.0,245.0
2014-04-26,Jon Jones,Glover Teixeira,-440.0,390.0
2014-04-26,Joseph Benavidez,Tim Elliott,-450.0,400.0
2014-04-26,Max Holloway,Andre Fili,125.0,-135.0
2014-04-26,Luke Rockhold,Tim Boetsch,-1000.0,800.0
2014-05-10,Albert Tumenov,Anthony Lapsley,-265.0,245.0
2014-05-10,Nik Lentz,Manvel Gamburyan,-540.0,460.0
2014-05-10,Louis Smolka,Chris Cariaso,-145.0,135.0
2014-05-10,Kyoji Horiguchi,Darrell Montague,-210.0,190.0
2014-05-10,Rafael Natal,Ed Herman,-155.0,135.0
2014-05-10,Soa Palelei,Ruan Potts,-310.0,280.0
2014-05-10,Neil Magny,Tim Means,275.0,-305.0
2014-05-24,Li Jingliang,David Michaud,115.0,-125.0
2014-05-24,Michael Chiesa,Francisco Trinaldo,-150.0,140.0
2014-05-24,Daniel Cormier,Dan Henderson,-750.0,525.0
2014-05-24,Chico Camus,Chris Holdsworth,320.0,-355.0
2014-05-31,Demian Maia,Alexander Yakovlev,-455.0,405.0
2014-05-31,Luke Barnatt,Sean Strickland,-155.0,145.0
2014-05-31,Pedro Munhoz,Matt Hobar,-295.0,265.0
2014-05-31,Marcos Rogerio de Lima,Richardson Moreira,-150.0,140.0
2014-05-31,Drew Dober,Nick Hein,130.0,-140.0
2014-05-31,Krzysztof Jotko,Magnus Cedenblad,-105.0,-105.0
2014-05-31,Warlley Alves,Marcio Alexandre Junior,-200.0,185.0
2014-05-31,Pawel Pawlak,Peter Sobotta,-150.0,140.0
2014-06-07,Sergio Pettis,Yaotzin Meza,-660.0,540.0
2014-06-07,Patrick Cummins,Roger Narvaez,-310.0,280.0
2014-06-07,Rafael Dos Anjos,Jason High,-280.0,255.0
2014-06-07,John Dodson,John Moraga,-570.0,480.0
2014-06-14,Ali Bagautinov,Demetrious Johnson,560.0,-690.0
2014-06-14,Ovince Saint Preux,Ryan Jimmo,-165.0,155.0
2014-06-14,Kajan Johnson,Tae Hyun Bang,-185.0,170.0
2014-06-14,Tyron Woodley,Rory MacDonald,105.0,-115.0
2014-06-28,Colton Smith,Diego Ferreira,170.0,-185.0
2014-06-28,Mike Rhodes,Robert Whittaker,230.0,-250.0
2014-06-28,Dan Hooker,Ian Entwistle,-120.0,110.0
2014-06-28,Clint Hester,Antonio Braga Neto,140.0,-150.0
2014-06-28,Charles Oliveira,Hatsu Hioki,-200.0,185.0
2014-06-28,Jake Matthews,Dashon Johnson,-165.0,155.0
2014-06-28,Soa Palelei,Jared Rosholt,155.0,-165.0
2014-06-28,Neil Magny,Rodrigo de Lima,-290.0,260.0
2014-07-05,Thiago Santos,Uriah Hall,255.0,-310.0
2014-07-05,Chris Weidman,Lyoto Machida,-185.0,170.0
2014-07-05,Rob Font,George Roop,170.0,-185.0
2014-07-06,Dhiego Lima,Eddie Gordon,-150.0,140.0
2014-07-06,Derrick Lewis,Guto Inocente,-185.0,170.0
2014-07-06,Corey Anderson,Matt Van Buren,-265.0,245.0
2014-07-06,Dustin Ortiz,Justin Scoggins,260.0,-290.0
2014-07-06,Kevin Lee,Jesse Ronson,-220.0,200.0
2014-07-16,Gleison Tibau,Pat Healy,-165.0,155.0
2014-07-16,Donald Cerrone,Jim Miller,-240.0,220.0
2014-07-16,Aljamain Sterling,Hugo Viana,-250.0,230.0
2014-07-19,Ilir Latifi,Chris Dempsey,-295.0,265.0
2014-07-19,Gunnar Nelson,Zak Cummings,-840.0,660.0
2014-07-19,Neil Seery,Phil Harris,-155.0,145.0
2014-07-19,Nikita Krylov,Cody Donovan,-125.0,115.0
2014-07-26,Patrick Cummins,Kyle Kingsbury,-225.0,205.0
2014-07-26,Tim Means,Hernani Perpetuo,-179.0,167.0
2014-07-26,Gilbert Burns,Andreas Stahl,-145.0,135.0
2014-07-26,Jorge Masvidal,Daron Cruickshank,-235.0,215.0
2014-08-16,Brad Tavares,Tim Boetsch,-315.0,285.0
2014-08-16,Alan Jouban,Seth Baczynski,145.0,-155.0
2014-08-16,Shawn Jordan,Jack May,-200.0,185.0
2014-08-16,Jussier Formiga,Zach Makovsky,290.0,-320.0
2014-08-16,Lauren Murphy,Sara McMann,480.0,-570.0
2014-08-16,Sam Alvey,Tom Watson,115.0,-125.0
2014-08-16,Ovince Saint Preux,Ryan Bader,170.0,-185.0
2014-08-23,Tyron Woodley,Dong Hyun Kim,-210.0,190.0
2014-08-23,Beneil Dariush,Anthony Rocco Martin,130.0,-140.0
2014-08-23,Jordan Mein,Mike Pyle,-265.0,245.0
2014-08-23,Neil Magny,Alex Garcia,135.0,-145.0
2014-08-23,Max Holloway,Clay Collard,-950.0,625.0
2014-08-23,Rafael Dos Anjos,Benson Henderson,440.0,-510.0
2014-08-23,Wilson Reis,Joby Sanchez,-335.0,305.0
2014-08-30,Derek Brunson,Lorenz Larkin,-165.0,145.0
2014-08-30,Chris Wade,Cain Carrizosa,-155.0,135.0
2014-09-05,Michael Chiesa,Joe Lauzon,-210.0,190.0
2014-09-05,Derrick Lewis,Matt Mitrione,-126.0,116.0
2014-09-05,Jacare Souza,Gegard Mousasi,-185.0,170.0
